Kin-Method,AVG-PR,ROC-AUC,Acc,Emission(kW)
RDKitECFPMorganFP/PRKG2_Linear SVM,0.274616,0.651199,0.939252,1.041260e-08
RDKitECFPMorganFP/PRKG2_RBF SVM,0.074766,0.500000,0.925234,3.647209e-08
RDKitECFPMorganFP/PRKG2_Gaussian Process,0.256075,0.622475,0.939252,1.472598e-06
RDKitECFPMorganFP/PRKG2_Decision Tree,0.481828,0.747475,0.957944,8.979274e-09
RDKitECFPMorganFP/PRKG2_Random Forest,0.074766,0.500000,0.925234,5.008646e-07
RDKitECFPMorganFP/PRKG2_AdaBoost,0.260806,0.701073,0.925234,8.275159e-08
RDKitECFPMorganFP/PRKG2_Naive Bayes,0.207652,0.643624,0.925234,6.172142e-09
RDKitECFPMorganFP/PRKG2_QDA,0.082798,0.552083,0.224299,1.318478e-07
RDKitECFPMorganFP/PRKG2_PLS-DA,0.666839,0.925505,0.948598,6.013819e-07
RDKitECFPMorganFP/PRKG2_DNN,0.497404,0.800505,0.934579,2.049925e-05
RDKitECFPMorganFP/PRKX_Nearest Neighbors,0.396500,0.681818,0.967136,1.457051e-08
RDKitECFPMorganFP/PRKX_Linear SVM,0.513729,0.813231,0.971831,1.031392e-08
RDKitECFPMorganFP/PRKX_RBF SVM,0.051643,0.500000,0.948357,3.516989e-08
RDKitECFPMorganFP/PRKX_Gaussian Process,0.396500,0.681818,0.967136,5.429614e-06
RDKitECFPMorganFP/PRKX_Decision Tree,0.387111,0.765302,0.962441,6.754331e-09
RDKitECFPMorganFP/PRKX_Random Forest,0.051643,0.500000,0.948357,5.193823e-07
RDKitECFPMorganFP/PRKX_AdaBoost,0.315749,0.798380,0.943662,7.600903e-08
RDKitECFPMorganFP/PRKX_Naive Bayes,0.194480,0.669442,0.943662,6.161282e-09
RDKitECFPMorganFP/PRKX_QDA,0.058511,0.561881,0.169014,8.328256e-08
RDKitECFPMorganFP/PRKX_PLS-DA,0.566187,0.815482,0.971831,6.162324e-07
RDKitECFPMorganFP/PRKX_DNN,0.700671,0.960846,0.962441,2.077066e-05
RDKitECFPMorganFP/PRP4_Nearest Neighbors,0.170895,0.571429,0.971963,1.577696e-08
RDKitECFPMorganFP/PRP4_Linear SVM,0.075656,0.566598,0.962617,8.926998e-09
RDKitECFPMorganFP/PRP4_RBF SVM,0.032710,0.500000,0.967290,4.042245e-08
RDKitECFPMorganFP/PRP4_Gaussian Process,0.032710,0.500000,0.967290,3.405959e-06
RDKitECFPMorganFP/PRP4_Decision Tree,0.032710,0.497585,0.962617,7.633115e-09
RDKitECFPMorganFP/PRP4_Random Forest,0.032710,0.500000,0.967290,5.237577e-07
RDKitECFPMorganFP/PRP4_AdaBoost,0.099466,0.569013,0.967290,7.338722e-08
RDKitECFPMorganFP/PRP4_Naive Bayes,0.213841,0.640442,0.971963,7.373256e-09
RDKitECFPMorganFP/PRP4_QDA,0.038674,0.579710,0.186916,9.249508e-08
RDKitECFPMorganFP/PRP4_PLS-DA,0.409088,0.840580,0.971963,6.209908e-07
RDKitECFPMorganFP/PRP4_DNN,0.325698,0.782609,0.967290,2.069344e-05
RDKitECFPMorganFP/PYK2_Nearest Neighbors,0.056740,0.561720,0.953052,1.456100e-08
RDKitECFPMorganFP/PYK2_Linear SVM,0.075788,0.566574,0.962441,8.077039e-09
RDKitECFPMorganFP/PYK2_RBF SVM,0.032864,0.500000,0.967136,3.590649e-08
RDKitECFPMorganFP/PYK2_Gaussian Process,0.171026,0.571429,0.971831,3.432714e-06
RDKitECFPMorganFP/PYK2_Decision Tree,0.056740,0.561720,0.953052,8.509835e-09
RDKitECFPMorganFP/PYK2_Random Forest,0.032864,0.500000,0.967136,6.569205e-07
RDKitECFPMorganFP/PYK2_AdaBoost,0.051979,0.559293,0.948357,1.058313e-07
RDKitECFPMorganFP/PYK2_Naive Bayes,0.063883,0.564147,0.957746,1.183142e-08
RDKitECFPMorganFP/PYK2_QDA,0.038462,0.575243,0.178404,7.687033e-08
RDKitECFPMorganFP/PYK2_PLS-DA,0.208510,0.780860,0.962441,6.081700e-07
RDKitECFPMorganFP/PYK2_DNN,0.127666,0.721914,0.967136,2.063393e-05
RDKitECFPMorganFP/RAF1_Nearest Neighbors,0.464033,0.766772,0.925234,1.760603e-08
RDKitECFPMorganFP/RAF1_Linear SVM,0.562852,0.858836,0.934579,1.280067e-08
RDKitECFPMorganFP/RAF1_RBF SVM,0.116822,0.500000,0.883178,3.591054e-08
RDKitECFPMorganFP/RAF1_Gaussian Process,0.611402,0.780000,0.948598,6.126662e-06
RDKitECFPMorganFP/RAF1_Decision Tree,0.554056,0.809418,0.939252,1.003346e-08
RDKitECFPMorganFP/RAF1_Random Forest,0.116822,0.500000,0.883178,5.232084e-07
RDKitECFPMorganFP/RAF1_AdaBoost,0.562838,0.826772,0.939252,7.218181e-08
RDKitECFPMorganFP/RAF1_Naive Bayes,0.335033,0.716190,0.897196,5.559475e-09
RDKitECFPMorganFP/RAF1_QDA,0.123109,0.528783,0.228972,8.296515e-08
RDKitECFPMorganFP/RAF1_PLS-DA,0.841642,0.943915,0.948598,6.051183e-07
RDKitECFPMorganFP/RAF1_DNN,0.838656,0.947302,0.939252,2.073048e-05
RDKitECFPMorganFP/RET_Nearest Neighbors,0.233738,0.596510,0.859813,1.829520e-08
RDKitECFPMorganFP/RET_Linear SVM,0.248963,0.647100,0.831776,1.291230e-08
RDKitECFPMorganFP/RET_RBF SVM,0.172445,0.516129,0.859813,3.693849e-08
RDKitECFPMorganFP/RET_Gaussian Process,0.395568,0.709413,0.892523,5.384351e-06
RDKitECFPMorganFP/RET_Decision Tree,0.289440,0.631500,0.873832,9.047702e-09
RDKitECFPMorganFP/RET_Random Forest,0.144860,0.500000,0.855140,5.193255e-07
RDKitECFPMorganFP/RET_AdaBoost,0.290749,0.663494,0.859813,7.254355e-08
RDKitECFPMorganFP/RET_Naive Bayes,0.229548,0.636171,0.813084,8.384453e-09
RDKitECFPMorganFP/RET_QDA,0.176136,0.603825,0.322430,7.700945e-08
RDKitECFPMorganFP/RET_PLS-DA,0.529969,0.802838,0.887850,6.129006e-07
RDKitECFPMorganFP/RET_DNN,0.559871,0.840561,0.883178,2.057793e-05
RDKitECFPMorganFP/RIOK1_Nearest Neighbors,0.223400,0.615998,0.878505,2.770368e-08
RDKitECFPMorganFP/RIOK1_Linear SVM,0.264004,0.676964,0.869159,1.196078e-08
RDKitECFPMorganFP/RIOK1_RBF SVM,0.155284,0.519231,0.883178,3.525569e-08
RDKitECFPMorganFP/RIOK1_Gaussian Process,0.199645,0.608020,0.864486,7.093801e-06
RDKitECFPMorganFP/RIOK1_Decision Tree,0.325306,0.731997,0.878505,7.387965e-09
RDKitECFPMorganFP/RIOK1_Random Forest,0.121495,0.500000,0.878505,5.212227e-07
RDKitECFPMorganFP/RIOK1_AdaBoost,0.384242,0.759206,0.897196,7.588644e-08
RDKitECFPMorganFP/RIOK1_Naive Bayes,0.191136,0.613953,0.845794,6.561757e-09
RDKitECFPMorganFP/RIOK1_QDA,0.132653,0.547872,0.205607,8.545021e-08
RDKitECFPMorganFP/RIOK1_PLS-DA,0.485660,0.884820,0.878505,6.203049e-07
RDKitECFPMorganFP/RIOK1_DNN,0.568294,0.882979,0.887850,2.086620e-05
RDKitECFPMorganFP/RIOK2_Nearest Neighbors,0.077251,0.540504,0.943662,1.773313e-08
RDKitECFPMorganFP/RIOK2_Linear SVM,0.105741,0.614086,0.920188,1.238948e-08
RDKitECFPMorganFP/RIOK2_RBF SVM,0.051643,0.500000,0.948357,3.740717e-08
RDKitECFPMorganFP/RIOK2_Gaussian Process,0.051643,0.500000,0.948357,5.096267e-06
RDKitECFPMorganFP/RIOK2_Decision Tree,0.092403,0.542979,0.948357,8.427138e-09
RDKitECFPMorganFP/RIOK2_Random Forest,0.051643,0.500000,0.948357,5.167222e-07
RDKitECFPMorganFP/RIOK2_AdaBoost,0.154076,0.662016,0.929577,7.417858e-08
RDKitECFPMorganFP/RIOK2_Naive Bayes,0.102860,0.581008,0.938967,6.955624e-09
RDKitECFPMorganFP/RIOK2_QDA,0.063218,0.596535,0.234742,7.761182e-08
RDKitECFPMorganFP/RIOK2_PLS-DA,0.343086,0.880738,0.938967,6.068840e-07
RDKitECFPMorganFP/RIOK2_DNN,0.290359,0.745725,0.948357,2.094513e-05
RDKitECFPMorganFP/RIOK3_Nearest Neighbors,0.303042,0.627817,0.915888,1.655587e-08
RDKitECFPMorganFP/RIOK3_Linear SVM,0.202599,0.639882,0.869159,1.228797e-08
RDKitECFPMorganFP/RIOK3_RBF SVM,0.146282,0.521739,0.897196,3.730867e-08
RDKitECFPMorganFP/RIOK3_Gaussian Process,0.107477,0.500000,0.892523,3.261741e-06
RDKitECFPMorganFP/RIOK3_Decision Tree,0.166080,0.573868,0.887850,8.648747e-09
RDKitECFPMorganFP/RIOK3_Random Forest,0.107477,0.500000,0.892523,5.271704e-07
RDKitECFPMorganFP/RIOK3_AdaBoost,0.209224,0.642499,0.873832,7.505312e-08
RDKitECFPMorganFP/RIOK3_Naive Bayes,0.191240,0.609492,0.883178,5.745248e-09
RDKitECFPMorganFP/RIOK3_QDA,0.124238,0.575120,0.275701,8.346144e-08
RDKitECFPMorganFP/RIOK3_PLS-DA,0.410945,0.854997,0.878505,6.283146e-07
RDKitECFPMorganFP/RIOK3_DNN,0.512837,0.846346,0.892523,2.039119e-05
RDKitECFPMorganFP/RIPK1_Nearest Neighbors,0.595903,0.858686,0.976526,1.460266e-08
RDKitECFPMorganFP/RIPK1_Linear SVM,0.429669,0.848785,0.957746,9.955925e-09
RDKitECFPMorganFP/RIPK1_RBF SVM,0.137857,0.545455,0.953052,3.783208e-08
RDKitECFPMorganFP/RIPK1_Gaussian Process,0.051643,0.500000,0.948357,3.285309e-06
RDKitECFPMorganFP/RIPK1_Decision Tree,0.387111,0.765302,0.962441,8.647859e-09
RDKitECFPMorganFP/RIPK1_Random Forest,0.051643,0.500000,0.948357,5.197526e-07
RDKitECFPMorganFP/RIPK1_AdaBoost,0.336961,0.800855,0.948357,7.235728e-08
RDKitECFPMorganFP/RIPK1_Naive Bayes,0.240656,0.674392,0.953052,7.369733e-09
RDKitECFPMorganFP/RIPK1_QDA,0.057292,0.551980,0.150235,8.670956e-08
RDKitECFPMorganFP/RIPK1_PLS-DA,0.790383,0.895140,0.976526,5.927192e-07
RDKitECFPMorganFP/RIPK1_DNN,0.769394,0.835734,0.953052,2.041302e-05
RDKitECFPMorganFP/RIPK2_Nearest Neighbors,0.288170,0.676966,0.878505,1.643664e-08
RDKitECFPMorganFP/RIPK2_Linear SVM,0.207304,0.616063,0.855140,1.234386e-08
RDKitECFPMorganFP/RIPK2_RBF SVM,0.126168,0.494652,0.864486,3.534812e-08
RDKitECFPMorganFP/RIPK2_Gaussian Process,0.126168,0.500000,0.873832,1.698212e-06
RDKitECFPMorganFP/RIPK2_Decision Tree,0.173320,0.560705,0.869159,7.698849e-09
RDKitECFPMorganFP/RIPK2_Random Forest,0.126168,0.500000,0.873832,1.312202e-06
RDKitECFPMorganFP/RIPK2_AdaBoost,0.187020,0.587047,0.859813,7.395151e-08
RDKitECFPMorganFP/RIPK2_Naive Bayes,0.144514,0.541989,0.836449,6.770747e-09
RDKitECFPMorganFP/RIPK2_QDA,0.140744,0.559022,0.257009,7.791867e-08
RDKitECFPMorganFP/RIPK2_PLS-DA,0.409141,0.712715,0.887850,6.057769e-07
RDKitECFPMorganFP/RIPK2_DNN,0.395577,0.741434,0.883178,2.157908e-05
RDKitECFPMorganFP/RIPK4_Nearest Neighbors,0.037383,0.497573,0.957944,1.612126e-08
RDKitECFPMorganFP/RIPK4_Linear SVM,0.037383,0.483010,0.929907,9.985133e-09
RDKitECFPMorganFP/RIPK4_RBF SVM,0.037383,0.500000,0.962617,3.530580e-08
RDKitECFPMorganFP/RIPK4_Gaussian Process,0.037383,0.500000,0.962617,3.084305e-06
RDKitECFPMorganFP/RIPK4_Decision Tree,0.128037,0.617718,0.957944,8.777092e-09
RDKitECFPMorganFP/RIPK4_Random Forest,0.037383,0.500000,0.962617,5.327475e-07
RDKitECFPMorganFP/RIPK4_AdaBoost,0.083593,0.608010,0.939252,7.402120e-08
RDKitECFPMorganFP/RIPK4_Naive Bayes,0.037383,0.495146,0.953271,6.229085e-09
RDKitECFPMorganFP/RIPK4_QDA,0.037253,0.498180,0.149533,7.535370e-08
RDKitECFPMorganFP/RIPK4_PLS-DA,0.164540,0.694175,0.957944,6.275733e-07
RDKitECFPMorganFP/RIPK4_DNN,0.102481,0.557646,0.962617,2.121531e-05
RDKitECFPMorganFP/ROCK1_Nearest Neighbors,0.152277,0.545028,0.906542,2.644215e-08
RDKitECFPMorganFP/ROCK1_Linear SVM,0.335443,0.773254,0.897196,1.252028e-08
RDKitECFPMorganFP/ROCK1_RBF SVM,0.141077,0.523810,0.906542,3.406413e-08
RDKitECFPMorganFP/ROCK1_Gaussian Process,0.098131,0.500000,0.901869,2.261434e-06
RDKitECFPMorganFP/ROCK1_Decision Tree,0.406848,0.748951,0.929907,8.920106e-09
RDKitECFPMorganFP/ROCK1_Random Forest,0.098131,0.500000,0.901869,5.039143e-07
RDKitECFPMorganFP/ROCK1_AdaBoost,0.372701,0.781026,0.911215,8.512016e-08
RDKitECFPMorganFP/ROCK1_Naive Bayes,0.205872,0.656797,0.878505,8.419044e-09
RDKitECFPMorganFP/ROCK1_QDA,0.113514,0.575130,0.233645,8.418913e-08
RDKitECFPMorganFP/ROCK1_PLS-DA,0.674456,0.891932,0.939252,6.205797e-07
RDKitECFPMorganFP/ROCK1_DNN,0.693367,0.845547,0.939252,2.182803e-05
RDKitECFPMorganFP/ROCK2_Nearest Neighbors,0.425671,0.707962,0.943925,1.654634e-08
RDKitECFPMorganFP/ROCK2_Linear SVM,0.435409,0.776653,0.939252,1.209580e-08
RDKitECFPMorganFP/ROCK2_RBF SVM,0.110428,0.523752,0.911215,3.682563e-08
RDKitECFPMorganFP/ROCK2_Gaussian Process,0.357622,0.702834,0.934579,6.426490e-06
RDKitECFPMorganFP/ROCK2_Decision Tree,0.378443,0.681646,0.939252,7.574464e-09
RDKitECFPMorganFP/ROCK2_Random Forest,0.088785,0.500000,0.911215,5.171523e-07
RDKitECFPMorganFP/ROCK2_AdaBoost,0.453763,0.800405,0.939252,7.511631e-08
RDKitECFPMorganFP/ROCK2_Naive Bayes,0.271106,0.711201,0.906542,6.597450e-09
RDKitECFPMorganFP/ROCK2_QDA,0.104972,0.584615,0.242991,7.775898e-08
RDKitECFPMorganFP/ROCK2_PLS-DA,0.724223,0.882591,0.939252,6.153087e-07
RDKitECFPMorganFP/ROCK2_DNN,0.601202,0.874224,0.939252,2.098111e-05
RDKitECFPMorganFP/RPS6KA4(Kin.Dom.2-C-terminal)_Nearest Neighbors,0.157864,0.562500,0.967136,1.588495e-08
RDKitECFPMorganFP/RPS6KA4(Kin.Dom.2-C-terminal)_Linear SVM,0.074531,0.557622,0.957746,1.083384e-08
RDKitECFPMorganFP/RPS6KA4(Kin.Dom.2-C-terminal)_RBF SVM,0.037559,0.500000,0.962441,3.833757e-08
RDKitECFPMorganFP/RPS6KA4(Kin.Dom.2-C-terminal)_Gaussian Process,0.157864,0.562500,0.967136,5.608801e-06
RDKitECFPMorganFP/RPS6KA4(Kin.Dom.2-C-terminal)_Decision Tree,0.064114,0.555183,0.953052,9.284831e-09
RDKitECFPMorganFP/RPS6KA4(Kin.Dom.2-C-terminal)_Random Forest,0.037559,0.500000,0.962441,5.295295e-07
RDKitECFPMorganFP/RPS6KA4(Kin.Dom.2-C-terminal)_AdaBoost,0.057864,0.552744,0.948357,7.623280e-08
RDKitECFPMorganFP/RPS6KA4(Kin.Dom.2-C-terminal)_Naive Bayes,0.074531,0.557622,0.957746,7.075291e-09
RDKitECFPMorganFP/RPS6KA4(Kin.Dom.2-C-terminal)_QDA,0.043243,0.568293,0.169014,7.551859e-08
RDKitECFPMorganFP/RPS6KA4(Kin.Dom.2-C-terminal)_PLS-DA,0.202764,0.631707,0.957746,6.496956e-07
RDKitECFPMorganFP/RPS6KA4(Kin.Dom.2-C-terminal)_DNN,0.344482,0.715244,0.962441,2.093671e-05
RDKitECFPMorganFP/RSK1(Kin.Dom.1-N-terminal)_Nearest Neighbors,0.065161,0.548238,0.948598,2.080254e-08
RDKitECFPMorganFP/RSK1(Kin.Dom.1-N-terminal)_Linear SVM,0.143821,0.606233,0.957944,8.698624e-09
RDKitECFPMorganFP/RSK1(Kin.Dom.1-N-terminal)_RBF SVM,0.042056,0.500000,0.957944,3.481494e-08
RDKitECFPMorganFP/RSK1(Kin.Dom.1-N-terminal)_Gaussian Process,0.042056,0.500000,0.957944,3.340999e-06
RDKitECFPMorganFP/RSK1(Kin.Dom.1-N-terminal)_Decision Tree,0.074420,0.550678,0.953271,8.247098e-09
RDKitECFPMorganFP/RSK1(Kin.Dom.1-N-terminal)_Random Forest,0.042056,0.500000,0.957944,5.179180e-07
RDKitECFPMorganFP/RSK1(Kin.Dom.1-N-terminal)_AdaBoost,0.074420,0.550678,0.953271,9.029616e-08
RDKitECFPMorganFP/RSK1(Kin.Dom.1-N-terminal)_Naive Bayes,0.148494,0.555556,0.962617,6.497688e-09
RDKitECFPMorganFP/RSK1(Kin.Dom.1-N-terminal)_QDA,0.043961,0.522493,0.186916,9.011769e-08
RDKitECFPMorganFP/RSK1(Kin.Dom.1-N-terminal)_PLS-DA,0.141880,0.744173,0.957944,6.083086e-07
RDKitECFPMorganFP/RSK1(Kin.Dom.1-N-terminal)_DNN,0.200165,0.698103,0.957944,2.092698e-05
RDKitECFPMorganFP/RSK2(Kin.Dom.1-N-terminal)_Nearest Neighbors,0.042254,0.500000,0.957746,1.668406e-08
RDKitECFPMorganFP/RSK2(Kin.Dom.1-N-terminal)_Linear SVM,0.278169,0.664216,0.967136,8.837701e-09
RDKitECFPMorganFP/RSK2(Kin.Dom.1-N-terminal)_RBF SVM,0.042254,0.500000,0.957746,3.552639e-08
RDKitECFPMorganFP/RSK2(Kin.Dom.1-N-terminal)_Gaussian Process,0.042254,0.500000,0.957746,2.520388e-06
RDKitECFPMorganFP/RSK2(Kin.Dom.1-N-terminal)_Decision Tree,0.139280,0.651961,0.943662,7.358535e-09
RDKitECFPMorganFP/RSK2(Kin.Dom.1-N-terminal)_Random Forest,0.042254,0.500000,0.957746,5.052992e-07
RDKitECFPMorganFP/RSK2(Kin.Dom.1-N-terminal)_AdaBoost,0.296557,0.765523,0.957746,8.647466e-08
RDKitECFPMorganFP/RSK2(Kin.Dom.1-N-terminal)_Naive Bayes,0.106938,0.601307,0.948357,6.162770e-09
RDKitECFPMorganFP/RSK2(Kin.Dom.1-N-terminal)_QDA,0.048591,0.566993,0.272300,8.496241e-08
RDKitECFPMorganFP/RSK2(Kin.Dom.1-N-terminal)_PLS-DA,0.464351,0.818083,0.967136,6.389466e-07
RDKitECFPMorganFP/RSK2(Kin.Dom.1-N-terminal)_DNN,0.374035,0.723856,0.957746,2.117087e-05
RDKitECFPMorganFP/RSK3(Kin.Dom.1-N-terminal)_Nearest Neighbors,0.042056,0.500000,0.957944,1.639361e-08
RDKitECFPMorganFP/RSK3(Kin.Dom.1-N-terminal)_Linear SVM,0.143821,0.606233,0.957944,9.118472e-09
RDKitECFPMorganFP/RSK3(Kin.Dom.1-N-terminal)_RBF SVM,0.042056,0.500000,0.957944,3.723030e-08
RDKitECFPMorganFP/RSK3(Kin.Dom.1-N-terminal)_Gaussian Process,0.042056,0.500000,0.957944,3.274665e-06
RDKitECFPMorganFP/RSK3(Kin.Dom.1-N-terminal)_Decision Tree,0.092939,0.553117,0.957944,7.423382e-09
RDKitECFPMorganFP/RSK3(Kin.Dom.1-N-terminal)_Random Forest,0.042056,0.500000,0.957944,5.245635e-07
RDKitECFPMorganFP/RSK3(Kin.Dom.1-N-terminal)_AdaBoost,0.128037,0.649593,0.939252,7.611848e-08
RDKitECFPMorganFP/RSK3(Kin.Dom.1-N-terminal)_Naive Bayes,0.065161,0.548238,0.948598,5.651355e-09
RDKitECFPMorganFP/RSK3(Kin.Dom.1-N-terminal)_QDA,0.045308,0.537127,0.214953,2.693113e-07
RDKitECFPMorganFP/RSK3(Kin.Dom.1-N-terminal)_PLS-DA,0.199595,0.577236,0.962617,6.972830e-07
RDKitECFPMorganFP/RSK3(Kin.Dom.1-N-terminal)_DNN,0.161829,0.502981,0.957944,2.045129e-05
RDKitECFPMorganFP/RSK4(Kin.Dom.1-N-terminal)_Nearest Neighbors,0.075788,0.566574,0.962441,2.448234e-08
RDKitECFPMorganFP/RSK4(Kin.Dom.1-N-terminal)_Linear SVM,0.118712,0.633148,0.957746,9.615280e-09
RDKitECFPMorganFP/RSK4(Kin.Dom.1-N-terminal)_RBF SVM,0.032864,0.500000,0.967136,3.849216e-08
RDKitECFPMorganFP/RSK4(Kin.Dom.1-N-terminal)_Gaussian Process,0.063883,0.564147,0.957746,5.589792e-06
RDKitECFPMorganFP/RSK4(Kin.Dom.1-N-terminal)_Decision Tree,0.105107,0.630721,0.953052,1.018775e-08
RDKitECFPMorganFP/RSK4(Kin.Dom.1-N-terminal)_Random Forest,0.032864,0.500000,0.967136,5.223393e-07
RDKitECFPMorganFP/RSK4(Kin.Dom.1-N-terminal)_AdaBoost,0.179494,0.702150,0.957746,7.473276e-08
RDKitECFPMorganFP/RSK4(Kin.Dom.1-N-terminal)_Naive Bayes,0.086966,0.625867,0.943662,6.206641e-09
RDKitECFPMorganFP/RSK4(Kin.Dom.1-N-terminal)_QDA,0.038251,0.572816,0.173709,8.487078e-08
RDKitECFPMorganFP/RSK4(Kin.Dom.1-N-terminal)_PLS-DA,0.402128,0.860610,0.967136,6.264164e-07
RDKitECFPMorganFP/RSK4(Kin.Dom.1-N-terminal)_DNN,0.229599,0.795423,0.967136,2.030809e-05
RDKitECFPMorganFP/RSK4(Kin.Dom.2-C-terminal)_Nearest Neighbors,0.141789,0.589950,0.925234,1.688318e-08
RDKitECFPMorganFP/RSK4(Kin.Dom.2-C-terminal)_Linear SVM,0.198244,0.651591,0.925234,1.124973e-08
RDKitECFPMorganFP/RSK4(Kin.Dom.2-C-terminal)_RBF SVM,0.070093,0.500000,0.929907,3.757430e-08
RDKitECFPMorganFP/RSK4(Kin.Dom.2-C-terminal)_Gaussian Process,0.149637,0.564154,0.934579,7.886929e-06
RDKitECFPMorganFP/RSK4(Kin.Dom.2-C-terminal)_Decision Tree,0.087643,0.528308,0.925234,8.988158e-09
RDKitECFPMorganFP/RSK4(Kin.Dom.2-C-terminal)_Random Forest,0.070093,0.500000,0.929907,5.059093e-07
RDKitECFPMorganFP/RSK4(Kin.Dom.2-C-terminal)_AdaBoost,0.203783,0.625796,0.934579,7.336712e-08
RDKitECFPMorganFP/RSK4(Kin.Dom.2-C-terminal)_Naive Bayes,0.122741,0.584925,0.915888,6.960357e-09
RDKitECFPMorganFP/RSK4(Kin.Dom.2-C-terminal)_QDA,0.090828,0.606533,0.612150,8.151193e-08
RDKitECFPMorganFP/RSK4(Kin.Dom.2-C-terminal)_PLS-DA,0.470676,0.694137,0.939252,6.170734e-07
RDKitECFPMorganFP/RSK4(Kin.Dom.2-C-terminal)_DNN,0.524146,0.779899,0.929907,2.053564e-05
RDKitECFPMorganFP/SBK1_Nearest Neighbors,0.042254,0.500000,0.957746,2.288141e-08
RDKitECFPMorganFP/SBK1_Linear SVM,0.228169,0.661765,0.962441,1.000206e-08
RDKitECFPMorganFP/SBK1_RBF SVM,0.042254,0.500000,0.957746,3.763252e-08
RDKitECFPMorganFP/SBK1_Gaussian Process,0.042254,0.500000,0.957746,4.447603e-06
RDKitECFPMorganFP/SBK1_Decision Tree,0.319770,0.717320,0.967136,6.859234e-09
RDKitECFPMorganFP/SBK1_Random Forest,0.042254,0.500000,0.957746,5.175119e-07
RDKitECFPMorganFP/SBK1_AdaBoost,0.121753,0.603758,0.953052,7.498092e-08
RDKitECFPMorganFP/SBK1_Naive Bayes,0.059781,0.545752,0.943662,7.927092e-09
RDKitECFPMorganFP/SBK1_QDA,0.043767,0.517974,0.178404,8.201665e-08
RDKitECFPMorganFP/SBK1_PLS-DA,0.511903,0.866013,0.962441,5.986021e-07
RDKitECFPMorganFP/SBK1_DNN,0.332253,0.773965,0.957746,2.054996e-05
RDKitECFPMorganFP/SGK_Nearest Neighbors,0.032710,0.500000,0.967290,1.762619e-08
RDKitECFPMorganFP/SGK_Linear SVM,0.075656,0.566598,0.962617,9.854086e-09
RDKitECFPMorganFP/SGK_RBF SVM,0.032710,0.500000,0.967290,3.684383e-08
RDKitECFPMorganFP/SGK_Gaussian Process,0.032710,0.500000,0.967290,7.594708e-06
RDKitECFPMorganFP/SGK_Decision Tree,0.045895,0.554520,0.939252,9.785931e-09
RDKitECFPMorganFP/SGK_Random Forest,0.032710,0.500000,0.967290,5.205204e-07
RDKitECFPMorganFP/SGK_AdaBoost,0.056609,0.561767,0.953271,7.394946e-08
RDKitECFPMorganFP/SGK_Naive Bayes,0.099466,0.569013,0.967290,6.401966e-09
RDKitECFPMorganFP/SGK_QDA,0.038043,0.572464,0.172897,8.976775e-08
RDKitECFPMorganFP/SGK_PLS-DA,0.202549,0.770186,0.967290,6.070438e-07
RDKitECFPMorganFP/SGK_DNN,0.141065,0.690131,0.967290,2.046601e-05
RDKitECFPMorganFP/SIK2_Nearest Neighbors,0.134735,0.541667,0.948598,1.587435e-08
RDKitECFPMorganFP/SIK2_Linear SVM,0.094348,0.570957,0.929907,9.056409e-09
RDKitECFPMorganFP/SIK2_RBF SVM,0.056075,0.500000,0.943925,3.590175e-08
RDKitECFPMorganFP/SIK2_Gaussian Process,0.134735,0.541667,0.948598,7.519503e-06
RDKitECFPMorganFP/SIK2_Decision Tree,0.079180,0.536716,0.939252,9.985212e-09
RDKitECFPMorganFP/SIK2_Random Forest,0.056075,0.500000,0.943925,5.245609e-07
RDKitECFPMorganFP/SIK2_AdaBoost,0.079180,0.536716,0.939252,7.570240e-08
RDKitECFPMorganFP/SIK2_Naive Bayes,0.113396,0.575908,0.939252,5.749068e-09
RDKitECFPMorganFP/SIK2_QDA,0.061965,0.549917,0.224299,9.034293e-08
RDKitECFPMorganFP/SIK2_PLS-DA,0.249027,0.695545,0.943925,6.091917e-07
RDKitECFPMorganFP/SIK2_DNN,0.241819,0.595297,0.943925,2.062262e-05
RDKitECFPMorganFP/SIK_Nearest Neighbors,0.310110,0.636364,0.962617,2.169594e-08
RDKitECFPMorganFP/SIK_Linear SVM,0.275135,0.676892,0.957944,9.905933e-09
RDKitECFPMorganFP/SIK_RBF SVM,0.051402,0.500000,0.948598,3.449174e-08
RDKitECFPMorganFP/SIK_Gaussian Process,0.482583,0.727273,0.971963,1.962728e-06
RDKitECFPMorganFP/SIK_Decision Tree,0.241929,0.633901,0.957944,7.365180e-09
RDKitECFPMorganFP/SIK_Random Forest,0.051402,0.500000,0.948598,5.024754e-07
RDKitECFPMorganFP/SIK_AdaBoost,0.396347,0.681818,0.967290,8.314555e-08
RDKitECFPMorganFP/SIK_Naive Bayes,0.241929,0.633901,0.957944,6.042810e-09
RDKitECFPMorganFP/SIK_QDA,0.060773,0.581281,0.205607,1.034362e-07
RDKitECFPMorganFP/SIK_PLS-DA,0.503459,0.934617,0.962617,6.106707e-07
RDKitECFPMorganFP/SIK_DNN,0.536947,0.914465,0.948598,2.052154e-05
RDKitECFPMorganFP/SLK_Nearest Neighbors,0.231464,0.600416,0.883178,1.695826e-08
RDKitECFPMorganFP/SLK_Linear SVM,0.187560,0.613191,0.822430,1.278723e-08
RDKitECFPMorganFP/SLK_RBF SVM,0.158532,0.518519,0.878505,3.462139e-08
