Kin-Method,AVG-PR,ROC-AUC,Acc,Emission(kW)
RDKitDescriptorsResults/MAP4K5_Linear SVM,0.080510,0.518624,0.906542,5.432327e-09
RDKitDescriptorsResults/MAP4K5_RBF SVM,0.132593,0.531250,0.929907,1.815239e-08
RDKitDescriptorsResults/MAP4K5_Gaussian Process,0.074766,0.500000,0.925234,2.206457e-06
RDKitDescriptorsResults/MAP4K5_Decision Tree,0.109272,0.600694,0.845794,1.241802e-08
RDKitDescriptorsResults/MAP4K5_Random Forest,0.074766,0.500000,0.925234,7.557786e-07
RDKitDescriptorsResults/MAP4K5_AdaBoost,0.139408,0.604798,0.906542,1.178401e-07
RDKitDescriptorsResults/MAP4K5_Naive Bayes,0.099690,0.632891,0.373832,4.532699e-09
RDKitDescriptorsResults/MAP4K5_QDA,0.101343,0.528725,0.925234,1.897082e-08
RDKitDescriptorsResults/MAP4K5_PLS-DA,0.164976,0.702652,0.925234,1.299776e-07
RDKitDescriptorsResults/MAP4K5_DNN,0.312633,0.764205,0.925234,2.025370e-05
RDKitDescriptorsResults/MEK1_Nearest Neighbors,0.148494,0.555556,0.962617,1.258856e-08
RDKitDescriptorsResults/MEK1_Linear SVM,0.148494,0.555556,0.962617,6.938461e-09
RDKitDescriptorsResults/MEK1_RBF SVM,0.042056,0.500000,0.957944,1.716789e-08
RDKitDescriptorsResults/MEK1_Gaussian Process,0.042056,0.500000,0.957944,2.750997e-06
RDKitDescriptorsResults/MEK1_Decision Tree,0.042056,0.487805,0.934579,1.012236e-08
RDKitDescriptorsResults/MEK1_Random Forest,0.042056,0.500000,0.957944,7.492021e-07
RDKitDescriptorsResults/MEK1_AdaBoost,0.180858,0.608672,0.962617,1.214419e-07
RDKitDescriptorsResults/MEK1_Naive Bayes,0.058949,0.621680,0.682243,4.934547e-09
RDKitDescriptorsResults/MEK1_QDA,0.042056,0.500000,0.957944,1.821286e-08
RDKitDescriptorsResults/MEK1_PLS-DA,0.124093,0.821138,0.957944,1.339785e-07
RDKitDescriptorsResults/MEK1_DNN,0.390823,0.852033,0.957944,2.057059e-05
RDKitDescriptorsResults/MEK2_Nearest Neighbors,0.077032,0.540528,0.943925,1.580903e-08
RDKitDescriptorsResults/MEK2_Linear SVM,0.051402,0.497537,0.943925,6.824940e-09
RDKitDescriptorsResults/MEK2_RBF SVM,0.051402,0.500000,0.948598,1.736622e-08
RDKitDescriptorsResults/MEK2_Gaussian Process,0.051402,0.500000,0.948598,1.220634e-06
RDKitDescriptorsResults/MEK2_Decision Tree,0.051402,0.492611,0.934579,1.440347e-08
RDKitDescriptorsResults/MEK2_Random Forest,0.051402,0.500000,0.948598,9.814236e-07
RDKitDescriptorsResults/MEK2_AdaBoost,0.064911,0.535602,0.934579,1.194699e-07
RDKitDescriptorsResults/MEK2_Naive Bayes,0.064612,0.600090,0.485981,5.640168e-09
RDKitDescriptorsResults/MEK2_QDA,0.051402,0.492611,0.934579,1.925363e-08
RDKitDescriptorsResults/MEK2_PLS-DA,0.173669,0.748768,0.948598,1.280870e-07
RDKitDescriptorsResults/MEK2_DNN,0.363209,0.758173,0.948598,2.015114e-05
RDKitDescriptorsResults/MEK3_Nearest Neighbors,0.396500,0.681818,0.967136,2.676912e-08
RDKitDescriptorsResults/MEK3_Linear SVM,0.137857,0.545455,0.953052,5.989428e-09
RDKitDescriptorsResults/MEK3_RBF SVM,0.051643,0.500000,0.948357,1.984622e-08
RDKitDescriptorsResults/MEK3_Gaussian Process,0.051643,0.500000,0.948357,1.328631e-06
RDKitDescriptorsResults/MEK3_Decision Tree,0.082658,0.573582,0.924883,1.053281e-08
RDKitDescriptorsResults/MEK3_Random Forest,0.051643,0.500000,0.948357,7.340221e-07
RDKitDescriptorsResults/MEK3_AdaBoost,0.178318,0.666967,0.938967,1.170043e-07
RDKitDescriptorsResults/MEK3_Naive Bayes,0.059047,0.559856,0.572770,4.799660e-09
RDKitDescriptorsResults/MEK3_QDA,0.051643,0.500000,0.948357,1.726824e-08
RDKitDescriptorsResults/MEK3_PLS-DA,0.100408,0.648515,0.948357,1.250597e-07
RDKitDescriptorsResults/MEK3_DNN,0.389778,0.653015,0.962441,2.046417e-05
RDKitDescriptorsResults/MEK4_Nearest Neighbors,0.213841,0.640442,0.971963,1.337564e-08
RDKitDescriptorsResults/MEK4_Linear SVM,0.075656,0.566598,0.962617,5.909579e-09
RDKitDescriptorsResults/MEK4_RBF SVM,0.032710,0.500000,0.967290,1.797043e-08
RDKitDescriptorsResults/MEK4_Gaussian Process,0.032710,0.500000,0.967290,2.543499e-06
RDKitDescriptorsResults/MEK4_Decision Tree,0.032710,0.478261,0.925234,1.221287e-08
RDKitDescriptorsResults/MEK4_Random Forest,0.032710,0.500000,0.967290,7.291832e-07
RDKitDescriptorsResults/MEK4_AdaBoost,0.032710,0.487923,0.943925,1.145799e-07
RDKitDescriptorsResults/MEK4_Naive Bayes,0.031086,0.468944,0.640187,5.268639e-09
RDKitDescriptorsResults/MEK4_QDA,0.032710,0.490338,0.948598,4.728792e-08
RDKitDescriptorsResults/MEK4_PLS-DA,0.345813,0.939959,0.967290,1.235191e-07
RDKitDescriptorsResults/MEK4_DNN,0.280703,0.911663,0.967290,2.197215e-05
RDKitDescriptorsResults/MEK5_Nearest Neighbors,0.509451,0.736472,0.803738,1.411659e-08
RDKitDescriptorsResults/MEK5_Linear SVM,0.580838,0.762446,0.841121,8.179805e-09
RDKitDescriptorsResults/MEK5_RBF SVM,0.280374,0.500000,0.719626,1.679020e-08
RDKitDescriptorsResults/MEK5_Gaussian Process,0.603162,0.763853,0.850467,2.509027e-06
RDKitDescriptorsResults/MEK5_Decision Tree,0.450547,0.679545,0.780374,1.107702e-08
RDKitDescriptorsResults/MEK5_Random Forest,0.408914,0.596753,0.771028,7.489812e-07
RDKitDescriptorsResults/MEK5_AdaBoost,0.485017,0.721645,0.789720,1.161921e-07
RDKitDescriptorsResults/MEK5_Naive Bayes,0.307692,0.561688,0.369159,5.827136e-09
RDKitDescriptorsResults/MEK5_QDA,0.280374,0.493506,0.710280,1.965088e-08
RDKitDescriptorsResults/MEK5_PLS-DA,0.736774,0.845455,0.831776,1.375950e-07
RDKitDescriptorsResults/MEK5_DNN,0.740951,0.840260,0.831776,2.100039e-05
RDKitDescriptorsResults/MELK_Nearest Neighbors,0.228037,0.690196,0.953271,1.627342e-08
RDKitDescriptorsResults/MELK_Linear SVM,0.046729,0.500000,0.953271,5.034780e-09
RDKitDescriptorsResults/MELK_RBF SVM,0.046729,0.500000,0.953271,1.693941e-08
RDKitDescriptorsResults/MELK_Gaussian Process,0.046729,0.500000,0.953271,2.229562e-06
RDKitDescriptorsResults/MELK_Decision Tree,0.132710,0.635294,0.939252,1.024827e-08
RDKitDescriptorsResults/MELK_Random Forest,0.046729,0.500000,0.953271,7.584251e-07
RDKitDescriptorsResults/MELK_AdaBoost,0.228037,0.690196,0.953271,1.157672e-07
RDKitDescriptorsResults/MELK_Naive Bayes,0.111252,0.785784,0.682243,3.923016e-09
RDKitDescriptorsResults/MELK_QDA,0.046729,0.490196,0.934579,1.720856e-08
RDKitDescriptorsResults/MELK_PLS-DA,0.093604,0.752941,0.953271,1.349197e-07
RDKitDescriptorsResults/MELK_DNN,0.377069,0.886765,0.953271,2.053563e-05
RDKitDescriptorsResults/MERTK_Nearest Neighbors,0.127398,0.563563,0.897196,2.040248e-08
RDKitDescriptorsResults/MERTK_Linear SVM,0.121545,0.544939,0.906542,5.500906e-09
RDKitDescriptorsResults/MERTK_RBF SVM,0.088785,0.497436,0.906542,1.851687e-08
RDKitDescriptorsResults/MERTK_Gaussian Process,0.149615,0.550067,0.915888,2.663471e-06
RDKitDescriptorsResults/MERTK_Decision Tree,0.117829,0.558435,0.887850,1.186658e-08
RDKitDescriptorsResults/MERTK_Random Forest,0.088785,0.500000,0.911215,7.365274e-07
RDKitDescriptorsResults/MERTK_AdaBoost,0.119629,0.571930,0.869159,1.129150e-07
RDKitDescriptorsResults/MERTK_Naive Bayes,0.096600,0.543455,0.341121,4.263768e-09
RDKitDescriptorsResults/MERTK_QDA,0.088785,0.500000,0.911215,1.939922e-08
RDKitDescriptorsResults/MERTK_PLS-DA,0.265816,0.700945,0.915888,1.295456e-07
RDKitDescriptorsResults/MERTK_DNN,0.271591,0.792713,0.897196,2.075117e-05
RDKitDescriptorsResults/MET_Nearest Neighbors,0.217880,0.646383,0.943925,1.371577e-08
RDKitDescriptorsResults/MET_Linear SVM,0.060748,0.500000,0.939252,5.257101e-09
RDKitDescriptorsResults/MET_RBF SVM,0.060748,0.500000,0.939252,1.718005e-08
RDKitDescriptorsResults/MET_Gaussian Process,0.060748,0.500000,0.939252,4.407892e-06
RDKitDescriptorsResults/MET_Decision Tree,0.217880,0.646383,0.943925,1.172445e-08
RDKitDescriptorsResults/MET_Random Forest,0.060748,0.500000,0.939252,7.394249e-07
RDKitDescriptorsResults/MET_AdaBoost,0.065690,0.521049,0.911215,1.121902e-07
RDKitDescriptorsResults/MET_Naive Bayes,0.062096,0.511481,0.285047,5.327761e-09
RDKitDescriptorsResults/MET_QDA,0.060748,0.497512,0.934579,1.784188e-08
RDKitDescriptorsResults/MET_PLS-DA,0.164148,0.681209,0.934579,9.402983e-08
RDKitDescriptorsResults/MET_DNN,0.274686,0.796020,0.906542,2.065942e-05
RDKitDescriptorsResults/MINK_Nearest Neighbors,0.195093,0.612113,0.906542,1.537552e-08
RDKitDescriptorsResults/MINK_Linear SVM,0.113785,0.522423,0.906542,6.351669e-09
RDKitDescriptorsResults/MINK_RBF SVM,0.093458,0.500000,0.906542,1.843009e-08
RDKitDescriptorsResults/MINK_Gaussian Process,0.093458,0.500000,0.906542,2.768568e-06
RDKitDescriptorsResults/MINK_Decision Tree,0.097118,0.512113,0.887850,1.088296e-08
RDKitDescriptorsResults/MINK_Random Forest,0.093458,0.500000,0.906542,8.957148e-07
RDKitDescriptorsResults/MINK_AdaBoost,0.135883,0.588918,0.864486,1.146454e-07
RDKitDescriptorsResults/MINK_Naive Bayes,0.111798,0.584536,0.490654,4.580640e-09
RDKitDescriptorsResults/MINK_QDA,0.093458,0.497423,0.901869,3.220837e-08
RDKitDescriptorsResults/MINK_PLS-DA,0.240344,0.603093,0.911215,1.195493e-07
RDKitDescriptorsResults/MINK_DNN,0.224528,0.628608,0.906542,1.951170e-05
RDKitDescriptorsResults/MKNK2_Nearest Neighbors,0.196086,0.637382,0.901869,1.506438e-08
RDKitDescriptorsResults/MKNK2_Linear SVM,0.132071,0.547503,0.911215,6.049521e-09
RDKitDescriptorsResults/MKNK2_RBF SVM,0.088785,0.500000,0.911215,1.839060e-08
RDKitDescriptorsResults/MKNK2_Gaussian Process,0.088785,0.500000,0.911215,1.473470e-06
RDKitDescriptorsResults/MKNK2_Decision Tree,0.154304,0.589879,0.901869,1.152854e-08
RDKitDescriptorsResults/MKNK2_Random Forest,0.088785,0.500000,0.911215,7.266066e-07
RDKitDescriptorsResults/MKNK2_AdaBoost,0.153140,0.605938,0.887850,1.141577e-07
RDKitDescriptorsResults/MKNK2_Naive Bayes,0.119893,0.640351,0.387850,4.020725e-09
RDKitDescriptorsResults/MKNK2_QDA,0.088785,0.494872,0.901869,1.752806e-08
RDKitDescriptorsResults/MKNK2_PLS-DA,0.211282,0.739271,0.911215,1.212665e-07
RDKitDescriptorsResults/MKNK2_DNN,0.460406,0.804318,0.920561,1.998682e-05
RDKitDescriptorsResults/MLCK_Nearest Neighbors,0.093069,0.539191,0.943925,1.474251e-08
RDKitDescriptorsResults/MLCK_Linear SVM,0.056075,0.497525,0.939252,4.852849e-09
RDKitDescriptorsResults/MLCK_RBF SVM,0.056075,0.500000,0.943925,1.648794e-08
RDKitDescriptorsResults/MLCK_Gaussian Process,0.056075,0.500000,0.943925,2.432691e-06
RDKitDescriptorsResults/MLCK_Decision Tree,0.063307,0.526815,0.920561,1.014605e-08
RDKitDescriptorsResults/MLCK_Random Forest,0.056075,0.500000,0.943925,7.190518e-07
RDKitDescriptorsResults/MLCK_AdaBoost,0.072235,0.534241,0.934579,1.265805e-07
RDKitDescriptorsResults/MLCK_Naive Bayes,0.068735,0.586221,0.588785,4.599152e-09
RDKitDescriptorsResults/MLCK_QDA,0.056075,0.500000,0.943925,1.853712e-08
RDKitDescriptorsResults/MLCK_PLS-DA,0.149311,0.746700,0.943925,1.200673e-07
RDKitDescriptorsResults/MLCK_DNN,0.189860,0.714521,0.929907,2.042238e-05
RDKitDescriptorsResults/MLK1_Nearest Neighbors,0.046729,0.500000,0.953271,1.385764e-08
RDKitDescriptorsResults/MLK1_Linear SVM,0.046729,0.500000,0.953271,5.017900e-09
RDKitDescriptorsResults/MLK1_RBF SVM,0.046729,0.500000,0.953271,1.793573e-08
RDKitDescriptorsResults/MLK1_Gaussian Process,0.046729,0.500000,0.953271,2.558621e-06
RDKitDescriptorsResults/MLK1_Decision Tree,0.092056,0.547549,0.953271,1.300978e-08
RDKitDescriptorsResults/MLK1_Random Forest,0.046729,0.500000,0.953271,7.204084e-07
RDKitDescriptorsResults/MLK1_AdaBoost,0.046729,0.492647,0.939252,1.149540e-07
RDKitDescriptorsResults/MLK1_Naive Bayes,0.040987,0.332843,0.453271,3.866071e-09
RDKitDescriptorsResults/MLK1_QDA,0.046729,0.500000,0.953271,1.848990e-08
RDKitDescriptorsResults/MLK1_PLS-DA,0.078114,0.570588,0.953271,1.273168e-07
RDKitDescriptorsResults/MLK1_DNN,0.065714,0.562255,0.953271,1.944643e-05
RDKitDescriptorsResults/MLK3_Nearest Neighbors,0.157710,0.562500,0.967290,1.278552e-08
RDKitDescriptorsResults/MLK3_Linear SVM,0.037383,0.500000,0.962617,4.771685e-09
RDKitDescriptorsResults/MLK3_RBF SVM,0.037383,0.500000,0.962617,1.768382e-08
RDKitDescriptorsResults/MLK3_Gaussian Process,0.037383,0.500000,0.962617,1.837245e-06
RDKitDescriptorsResults/MLK3_Decision Tree,0.057710,0.552791,0.948598,1.260085e-08
RDKitDescriptorsResults/MLK3_Random Forest,0.037383,0.500000,0.962617,7.178314e-07
RDKitDescriptorsResults/MLK3_AdaBoost,0.128037,0.617718,0.957944,1.111193e-07
RDKitDescriptorsResults/MLK3_Naive Bayes,0.036919,0.493325,0.602804,4.920003e-09
RDKitDescriptorsResults/MLK3_QDA,0.037383,0.492718,0.948598,1.828191e-08
RDKitDescriptorsResults/MLK3_PLS-DA,0.176084,0.750000,0.962617,1.199437e-07
RDKitDescriptorsResults/MLK3_DNN,0.387317,0.915655,0.962617,1.965945e-05
RDKitDescriptorsResults/MRCKB_Nearest Neighbors,0.241044,0.695957,0.943925,1.581679e-08
RDKitDescriptorsResults/MRCKB_Linear SVM,0.330329,0.703383,0.957944,4.894356e-09
RDKitDescriptorsResults/MRCKB_RBF SVM,0.056075,0.500000,0.943925,1.642390e-08
RDKitDescriptorsResults/MRCKB_Gaussian Process,0.056075,0.500000,0.943925,1.728525e-06
RDKitDescriptorsResults/MRCKB_Decision Tree,0.056075,0.495050,0.934579,1.135631e-08
RDKitDescriptorsResults/MRCKB_Random Forest,0.056075,0.500000,0.943925,7.364176e-07
RDKitDescriptorsResults/MRCKB_AdaBoost,0.185531,0.654290,0.939252,1.114968e-07
RDKitDescriptorsResults/MRCKB_Naive Bayes,0.081185,0.654290,0.495327,4.290729e-09
RDKitDescriptorsResults/MRCKB_QDA,0.056075,0.495050,0.934579,1.806833e-08
RDKitDescriptorsResults/MRCKB_PLS-DA,0.398254,0.827145,0.953271,1.198071e-07
RDKitDescriptorsResults/MRCKB_DNN,0.438286,0.860974,0.948598,1.964639e-05
RDKitDescriptorsResults/MST1_Nearest Neighbors,0.130282,0.578358,0.943662,1.282895e-08
RDKitDescriptorsResults/MST1_Linear SVM,0.158059,0.580846,0.948357,4.986220e-09
RDKitDescriptorsResults/MST1_RBF SVM,0.056338,0.500000,0.943662,1.554720e-08
RDKitDescriptorsResults/MST1_Gaussian Process,0.056338,0.500000,0.943662,2.926911e-06
RDKitDescriptorsResults/MST1_Decision Tree,0.063548,0.526741,0.920188,1.154125e-08
RDKitDescriptorsResults/MST1_Random Forest,0.056338,0.500000,0.943662,7.139673e-07
RDKitDescriptorsResults/MST1_AdaBoost,0.167254,0.617537,0.943662,1.102657e-07
RDKitDescriptorsResults/MST1_Naive Bayes,0.064836,0.566542,0.403756,3.535604e-09
RDKitDescriptorsResults/MST1_QDA,0.056338,0.500000,0.943662,3.111679e-08
RDKitDescriptorsResults/MST1_PLS-DA,0.145853,0.729892,0.943662,1.208062e-07
RDKitDescriptorsResults/MST1_DNN,0.044362,0.362977,0.943662,1.913829e-05
RDKitDescriptorsResults/MST1R_Nearest Neighbors,0.037383,0.500000,0.962617,1.394683e-08
RDKitDescriptorsResults/MST1R_Linear SVM,0.037383,0.497573,0.957944,4.650564e-09
RDKitDescriptorsResults/MST1R_RBF SVM,0.037383,0.500000,0.962617,1.589847e-08
RDKitDescriptorsResults/MST1R_Gaussian Process,0.037383,0.500000,0.962617,2.073151e-06
RDKitDescriptorsResults/MST1R_Decision Tree,0.037383,0.492718,0.948598,9.224334e-09
RDKitDescriptorsResults/MST1R_Random Forest,0.037383,0.500000,0.962617,7.380550e-07
RDKitDescriptorsResults/MST1R_AdaBoost,0.037383,0.497573,0.957944,1.170587e-07
RDKitDescriptorsResults/MST1R_Naive Bayes,0.034692,0.456311,0.415888,4.425797e-09
RDKitDescriptorsResults/MST1R_QDA,0.037383,0.497573,0.957944,1.761671e-08
RDKitDescriptorsResults/MST1R_PLS-DA,0.120464,0.770631,0.962617,1.219567e-07
RDKitDescriptorsResults/MST1R_DNN,0.108126,0.516383,0.962617,2.174481e-05
RDKitDescriptorsResults/MST2_Nearest Neighbors,0.037383,0.500000,0.962617,1.323845e-08
RDKitDescriptorsResults/MST2_Linear SVM,0.157710,0.562500,0.967290,4.943724e-09
RDKitDescriptorsResults/MST2_RBF SVM,0.037383,0.500000,0.962617,1.676731e-08
RDKitDescriptorsResults/MST2_Gaussian Process,0.037383,0.500000,0.962617,1.486729e-06
RDKitDescriptorsResults/MST2_Decision Tree,0.057710,0.552791,0.948598,1.045707e-08
RDKitDescriptorsResults/MST2_Random Forest,0.037383,0.500000,0.962617,7.308083e-07
RDKitDescriptorsResults/MST2_AdaBoost,0.157710,0.562500,0.967290,1.105128e-07
RDKitDescriptorsResults/MST2_Naive Bayes,0.045007,0.575243,0.644860,4.452934e-09
RDKitDescriptorsResults/MST2_QDA,0.037383,0.495146,0.953271,1.800842e-08
RDKitDescriptorsResults/MST2_PLS-DA,0.128088,0.659587,0.962617,1.329297e-07
RDKitDescriptorsResults/MST2_DNN,0.102415,0.708738,0.962617,2.033918e-05
RDKitDescriptorsResults/MUSK_Nearest Neighbors,0.310110,0.636364,0.962617,2.268329e-08
RDKitDescriptorsResults/MUSK_Linear SVM,0.310110,0.636364,0.962617,4.870861e-09
RDKitDescriptorsResults/MUSK_RBF SVM,0.051402,0.500000,0.948598,1.849862e-08
RDKitDescriptorsResults/MUSK_Gaussian Process,0.051402,0.500000,0.948598,1.303870e-06
RDKitDescriptorsResults/MUSK_Decision Tree,0.352713,0.722347,0.962617,1.024767e-08
RDKitDescriptorsResults/MUSK_Random Forest,0.051402,0.500000,0.948598,7.377360e-07
RDKitDescriptorsResults/MUSK_AdaBoost,0.310110,0.636364,0.962617,1.120247e-07
RDKitDescriptorsResults/MUSK_Naive Bayes,0.051446,0.500448,0.378505,4.863473e-09
RDKitDescriptorsResults/MUSK_QDA,0.051402,0.487685,0.925234,1.792927e-08
RDKitDescriptorsResults/MUSK_PLS-DA,0.449100,0.748768,0.957944,1.337730e-07
RDKitDescriptorsResults/MUSK_DNN,0.576598,0.812808,0.957944,1.990884e-05
RDKitDescriptorsResults/MYLK2_Nearest Neighbors,0.470210,0.747500,0.962617,1.284050e-08
RDKitDescriptorsResults/MYLK2_Linear SVM,0.404730,0.711786,0.957944,4.778903e-09
RDKitDescriptorsResults/MYLK2_RBF SVM,0.065421,0.500000,0.934579,1.762460e-08
RDKitDescriptorsResults/MYLK2_Gaussian Process,0.065421,0.500000,0.934579,2.841518e-06
RDKitDescriptorsResults/MYLK2_Decision Tree,0.161015,0.627857,0.925234,1.136427e-08
RDKitDescriptorsResults/MYLK2_Random Forest,0.065421,0.500000,0.934579,7.280229e-07
RDKitDescriptorsResults/MYLK2_AdaBoost,0.179973,0.602143,0.939252,1.101606e-07
RDKitDescriptorsResults/MYLK2_Naive Bayes,0.065118,0.497500,0.495327,4.039153e-09
RDKitDescriptorsResults/MYLK2_QDA,0.065421,0.497500,0.929907,1.680723e-08
RDKitDescriptorsResults/MYLK2_PLS-DA,0.486887,0.754643,0.948598,1.209191e-07
RDKitDescriptorsResults/MYLK2_DNN,0.680868,0.821429,0.967290,2.064165e-05
RDKitDescriptorsResults/MYLK4_Nearest Neighbors,0.434442,0.757092,0.948598,1.349721e-08
RDKitDescriptorsResults/MYLK4_Linear SVM,0.567470,0.791580,0.962617,6.878373e-09
RDKitDescriptorsResults/MYLK4_RBF SVM,0.133590,0.529412,0.925234,1.880834e-08
RDKitDescriptorsResults/MYLK4_Gaussian Process,0.079439,0.500000,0.920561,2.492654e-06
RDKitDescriptorsResults/MYLK4_Decision Tree,0.243915,0.663780,0.925234,1.098623e-08
RDKitDescriptorsResults/MYLK4_Random Forest,0.079439,0.500000,0.920561,7.545499e-07
RDKitDescriptorsResults/MYLK4_AdaBoost,0.434442,0.757092,0.948598,1.132488e-07
RDKitDescriptorsResults/MYLK4_Naive Bayes,0.104801,0.624963,0.457944,5.756034e-09
RDKitDescriptorsResults/MYLK4_QDA,0.079439,0.494924,0.911215,4.137964e-08
RDKitDescriptorsResults/MYLK4_PLS-DA,0.724674,0.908928,0.957944,1.194542e-07
RDKitDescriptorsResults/MYLK4_DNN,0.715340,0.923858,0.953271,2.032875e-05
RDKitDescriptorsResults/MYLK_Nearest Neighbors,0.037559,0.492683,0.948357,2.857409e-08
RDKitDescriptorsResults/MYLK_Linear SVM,0.037559,0.500000,0.962441,8.059359e-09
RDKitDescriptorsResults/MYLK_RBF SVM,0.037559,0.500000,0.962441,1.660740e-08
RDKitDescriptorsResults/MYLK_Gaussian Process,0.037559,0.500000,0.962441,4.992261e-06
RDKitDescriptorsResults/MYLK_Decision Tree,0.037559,0.473171,0.910798,1.049728e-08
RDKitDescriptorsResults/MYLK_Random Forest,0.037559,0.500000,0.962441,7.294681e-07
RDKitDescriptorsResults/MYLK_AdaBoost,0.053697,0.550305,0.943662,1.104148e-07
RDKitDescriptorsResults/MYLK_Naive Bayes,0.038691,0.514939,0.413146,6.076206e-09
RDKitDescriptorsResults/MYLK_QDA,0.037559,0.500000,0.962441,1.742727e-08
RDKitDescriptorsResults/MYLK_PLS-DA,0.086827,0.650000,0.962441,8.819610e-08
RDKitDescriptorsResults/MYLK_DNN,0.084888,0.567683,0.962441,1.982797e-05
RDKitDescriptorsResults/NDR1_Nearest Neighbors,0.418692,0.747573,0.976636,1.362653e-08
RDKitDescriptorsResults/NDR1_Linear SVM,0.153037,0.620146,0.962617,5.657439e-09
RDKitDescriptorsResults/NDR1_RBF SVM,0.037383,0.500000,0.962617,1.730970e-08
RDKitDescriptorsResults/NDR1_Gaussian Process,0.037383,0.500000,0.962617,2.707651e-06
RDKitDescriptorsResults/NDR1_Decision Tree,0.073492,0.603155,0.929907,1.321956e-08
RDKitDescriptorsResults/NDR1_Random Forest,0.037383,0.500000,0.962617,7.539682e-07
RDKitDescriptorsResults/NDR1_AdaBoost,0.128037,0.617718,0.957944,1.157158e-07
RDKitDescriptorsResults/NDR1_Naive Bayes,0.062287,0.683252,0.621495,4.969033e-09
RDKitDescriptorsResults/NDR1_QDA,0.037383,0.483010,0.929907,1.812300e-08
RDKitDescriptorsResults/NDR1_PLS-DA,0.434693,0.904733,0.962617,1.337327e-07
RDKitDescriptorsResults/NDR1_DNN,0.595265,0.935680,0.971963,2.074761e-05
RDKitDescriptorsResults/NEK1_Nearest Neighbors,0.037383,0.497573,0.957944,1.504870e-08
RDKitDescriptorsResults/NEK1_Linear SVM,0.037383,0.500000,0.962617,5.721924e-09
RDKitDescriptorsResults/NEK1_RBF SVM,0.037383,0.500000,0.962617,1.685821e-08
RDKitDescriptorsResults/NEK1_Gaussian Process,0.037383,0.500000,0.962617,1.590031e-06
RDKitDescriptorsResults/NEK1_Decision Tree,0.037383,0.487864,0.939252,1.080024e-08
RDKitDescriptorsResults/NEK1_Random Forest,0.037383,0.500000,0.962617,7.681554e-07
RDKitDescriptorsResults/NEK1_AdaBoost,0.037383,0.485437,0.934579,1.151422e-07
RDKitDescriptorsResults/NEK1_Naive Bayes,0.033655,0.413835,0.565421,5.388815e-09
RDKitDescriptorsResults/NEK1_QDA,0.037383,0.500000,0.962617,1.963018e-08
RDKitDescriptorsResults/NEK1_PLS-DA,0.072007,0.635012,0.962617,1.324024e-07
RDKitDescriptorsResults/NEK1_DNN,0.031115,0.360133,0.962617,2.082459e-05
RDKitDescriptorsResults/NEK2_Nearest Neighbors,0.062254,0.540148,0.938967,1.434873e-08
RDKitDescriptorsResults/NEK2_Linear SVM,0.046948,0.500000,0.953052,6.753732e-09
RDKitDescriptorsResults/NEK2_RBF SVM,0.046948,0.500000,0.953052,2.007479e-08
RDKitDescriptorsResults/NEK2_Gaussian Process,0.046948,0.500000,0.953052,1.014439e-06
RDKitDescriptorsResults/NEK2_Decision Tree,0.053365,0.530296,0.920188,1.044124e-08
RDKitDescriptorsResults/NEK2_Random Forest,0.046948,0.500000,0.953052,7.486492e-07
RDKitDescriptorsResults/NEK2_AdaBoost,0.161435,0.640148,0.948357,1.204771e-07
RDKitDescriptorsResults/NEK2_Naive Bayes,0.046260,0.492118,0.394366,5.022579e-09
RDKitDescriptorsResults/NEK2_QDA,0.046948,0.500000,0.953052,2.714696e-08
RDKitDescriptorsResults/NEK2_PLS-DA,0.127806,0.686700,0.953052,1.264122e-07
RDKitDescriptorsResults/NEK2_DNN,0.239830,0.658621,0.948357,2.052094e-05
RDKitDescriptorsResults/NEK5_Nearest Neighbors,0.310110,0.636364,0.962617,1.584662e-08
RDKitDescriptorsResults/NEK5_Linear SVM,0.396347,0.681818,0.967290,6.884805e-09
RDKitDescriptorsResults/NEK5_RBF SVM,0.051402,0.500000,0.948598,1.717728e-08
RDKitDescriptorsResults/NEK5_Gaussian Process,0.051402,0.500000,0.948598,1.838203e-06
RDKitDescriptorsResults/NEK5_Decision Tree,0.312128,0.719884,0.957944,1.050251e-08
RDKitDescriptorsResults/NEK5_Random Forest,0.051402,0.500000,0.948598,7.492017e-07
RDKitDescriptorsResults/NEK5_AdaBoost,0.173747,0.628974,0.948598,1.186397e-07
RDKitDescriptorsResults/NEK5_Naive Bayes,0.050866,0.494402,0.448598,3.931561e-09
RDKitDescriptorsResults/NEK5_QDA,0.051402,0.497537,0.943925,1.932082e-08
RDKitDescriptorsResults/NEK5_PLS-DA,0.530518,0.818182,0.957944,1.270114e-07
RDKitDescriptorsResults/NEK5_DNN,0.537423,0.823108,0.967290,2.090085e-05
RDKitDescriptorsResults/NLK_Nearest Neighbors,0.107623,0.571023,0.897196,1.307723e-08
RDKitDescriptorsResults/NLK_Linear SVM,0.101343,0.528725,0.925234,7.316328e-09
RDKitDescriptorsResults/NLK_RBF SVM,0.074766,0.500000,0.925234,1.932121e-08
RDKitDescriptorsResults/NLK_Gaussian Process,0.074766,0.500000,0.925234,3.420928e-06
RDKitDescriptorsResults/NLK_Decision Tree,0.079022,0.516098,0.901869,1.073669e-08
RDKitDescriptorsResults/NLK_Random Forest,0.074766,0.494949,0.915888,7.527593e-07
RDKitDescriptorsResults/NLK_AdaBoost,0.101135,0.549874,0.911215,1.151450e-07
